nm lambda,1,2,3,4
848.425,0.041,0.032,0.032,0.009
848.599,0.041,0.032,0.032,0.009
848.773,0.041,0.032,0.031,0.009
848.947,0.041,0.032,0.031,0.009
849.121,0.041,0.032,0.031,0.009
849.295,0.041,0.032,0.031,0.009
849.469,0.041,0.032,0.031,0.009
849.643,0.041,0.032,0.032,0.009
849.817,0.042,0.032,0.032,0.009
849.991,0.042,0.033,0.032,0.009
850.165,0.042,0.033,0.032,0.009
850.339,0.042,0.033,0.032,0.01
850.513,0.042,0.033,0.033,0.01
850.687,0.043,0.033,0.033,0.01
850.861,0.042,0.033,0.033,0.01
851.035,0.042,0.033,0.033,0.01
851.209,0.042,0.033,0.033,0.01
851.383,0.042,0.033,0.033,0.01
851.557,0.042,0.033,0.033,0.01
851.731,0.042,0.033,0.033,0.01
851.905,0.042,0.033,0.033,0.01
852.08,0.042,0.033,0.033,0.01
852.254,0.043,0.033,0.034,0.01
852.428,0.043,0.033,0.034,0.011
852.602,0.043,0.034,0.034,0.011
852.776,0.043,0.034,0.034,0.011
852.95,0.043,0.034,0.034,0.011
853.124,0.043,0.034,0.034,0.011
853.298,0.043,0.034,0.034,0.011
853.472,0.043,0.034,0.033,0.011
853.646,0.042,0.034,0.033,0.011
853.82,0.042,0.034,0.033,0.01
853.994,0.042,0.034,0.033,0.01
854.168,0.042,0.034,0.033,0.01
854.342,0.042,0.034,0.033,0.01
854.516,0.042,0.034,0.032,0.01
854.69,0.042,0.034,0.032,0.01
854.865,0.042,0.034,0.033,0.01
855.039,0.041,0.034,0.033,0.01
855.213,0.041,0.034,0.033,0.01
855.387,0.041,0.034,0.033,0.01
855.561,0.041,0.034,0.033,0.01
855.735,0.042,0.035,0.033,0.01
855.909,0.042,0.034,0.034,0.011
856.083,0.042,0.035,0.034,0.011
856.257,0.043,0.035,0.034,0.011
856.431,0.043,0.034,0.034,0.011
856.605,0.043,0.034,0.034,0.011
856.779,0.043,0.034,0.034,0.011
856.954,0.042,0.034,0.034,0.011
857.128,0.043,0.033,0.034,0.011
857.302,0.043,0.033,0.034,0.011
857.476,0.042,0.033,0.034,0.011
857.65,0.042,0.033,0.034,0.011
857.824,0.042,0.033,0.033,0.011
857.998,0.043,0.033,0.034,0.011
858.172,0.043,0.034,0.034,0.011
858.346,0.043,0.034,0.034,0.012
858.52,0.043,0.034,0.034,0.012
858.694,0.043,0.034,0.034,0.012
858.869,0.043,0.034,0.034,0.012
859.043,0.043,0.034,0.034,0.012
859.217,0.043,0.034,0.034,0.011
859.391,0.043,0.034,0.033,0.011
859.565,0.043,0.034,0.033,0.011
859.739,0.043,0.034,0.033,0.011
859.913,0.042,0.034,0.033,0.011
860.087,0.042,0.034,0.033,0.01
860.261,0.042,0.034,0.033,0.01
860.435,0.042,0.034,0.033,0.01
860.61,0.042,0.034,0.033,0.01
860.784,0.042,0.034,0.033,0.01
860.958,0.042,0.034,0.033,0.011
861.132,0.043,0.034,0.034,0.011
861.306,0.043,0.035,0.034,0.012
861.48,0.043,0.035,0.034,0.012
861.654,0.044,0.036,0.034,0.012
861.828,0.044,0.036,0.034,0.013
862.002,0.044,0.036,0.034,0.013
862.177,0.044,0.036,0.035,0.013
862.351,0.044,0.035,0.035,0.013
862.525,0.044,0.035,0.034,0.013
862.699,0.044,0.035,0.034,0.013
862.873,0.043,0.035,0.034,0.012
863.047,0.043,0.034,0.033,0.012
863.221,0.043,0.034,0.033,0.012
863.395,0.043,0.034,0.033,0.012
863.57,0.043,0.034,0.033,0.012
863.744,0.043,0.034,0.033,0.012
863.918,0.043,0.034,0.034,0.012
864.092,0.043,0.034,0.034,0.012
864.266,0.044,0.034,0.034,0.012
864.44,0.044,0.035,0.034,0.013
864.614,0.044,0.035,0.035,0.013
864.788,0.044,0.035,0.035,0.013
864.963,0.044,0.035,0.035,0.013
865.137,0.044,0.035,0.035,0.013
865.311,0.044,0.034,0.035,0.013
865.485,0.044,0.034,0.034,0.013
865.659,0.044,0.034,0.034,0.013
865.833,0.043,0.033,0.034,0.013
866.007,0.043,0.033,0.033,0.012
866.181,0.043,0.033,0.033,0.012
866.356,0.044,0.033,0.033,0.012
866.53,0.043,0.033,0.033,0.012
866.704,0.044,0.034,0.033,0.012
866.878,0.044,0.034,0.033,0.012
867.052,0.044,0.035,0.034,0.013
867.226,0.045,0.035,0.034,0.013
867.4,0.045,0.036,0.035,0.014
867.575,0.046,0.036,0.035,0.014
867.749,0.046,0.037,0.035,0.014
867.923,0.046,0.037,0.035,0.014
868.097,0.046,0.037,0.035,0.014
868.271,0.046,0.037,0.035,0.014
868.445,0.046,0.036,0.035,0.014
868.62,0.045,0.036,0.035,0.014
868.794,0.045,0.036,0.034,0.014
868.968,0.044,0.035,0.034,0.014
869.142,0.044,0.035,0.034,0.014
869.316,0.044,0.035,0.034,0.013
869.49,0.044,0.035,0.034,0.013
869.664,0.044,0.035,0.034,0.013
869.839,0.045,0.035,0.034,0.013
870.013,0.045,0.035,0.035,0.014
870.187,0.045,0.036,0.035,0.014
870.361,0.046,0.036,0.035,0.014
870.535,0.046,0.036,0.036,0.015
870.709,0.046,0.037,0.036,0.015
870.884,0.047,0.037,0.036,0.015
871.058,0.047,0.037,0.036,0.015
871.232,0.047,0.037,0.036,0.015
871.406,0.046,0.037,0.036,0.015
871.58,0.046,0.037,0.036,0.015
871.754,0.046,0.037,0.035,0.015
871.929,0.046,0.037,0.035,0.015
872.103,0.046,0.036,0.035,0.015
872.277,0.046,0.036,0.035,0.014
872.451,0.046,0.036,0.035,0.015
872.625,0.046,0.036,0.035,0.015
872.799,0.046,0.036,0.035,0.015
872.974,0.047,0.037,0.035,0.015
873.148,0.047,0.037,0.035,0.015
873.322,0.047,0.037,0.036,0.016
873.496,0.048,0.038,0.036,0.016
873.67,0.048,0.038,0.037,0.016
873.845,0.048,0.038,0.037,0.016
874.019,0.048,0.038,0.037,0.016
874.193,0.048,0.038,0.037,0.016
874.367,0.047,0.037,0.037,0.016
874.541,0.047,0.037,0.036,0.016
874.715,0.046,0.037,0.036,0.015
874.89,0.046,0.036,0.036,0.015
875.064,0.046,0.036,0.035,0.015
875.238,0.045,0.036,0.035,0.015
875.412,0.045,0.036,0.035,0.015
875.586,0.045,0.036,0.035,0.015
875.761,0.046,0.036,0.036,0.015
875.935,0.046,0.036,0.036,0.016
876.109,0.047,0.037,0.037,0.016
876.283,0.047,0.037,0.037,0.016
876.457,0.047,0.037,0.037,0.017
876.632,0.048,0.038,0.038,0.017
876.806,0.048,0.038,0.038,0.018
876.98,0.048,0.038,0.038,0.018
877.154,0.048,0.038,0.038,0.018
877.328,0.048,0.038,0.038,0.018
877.503,0.048,0.039,0.037,0.018
877.677,0.047,0.038,0.037,0.017
877.851,0.047,0.038,0.036,0.017
878.025,0.047,0.038,0.036,0.017
878.199,0.047,0.037,0.035,0.016
878.374,0.046,0.037,0.035,0.016
878.548,0.046,0.037,0.035,0.016
878.722,0.046,0.037,0.035,0.016
878.896,0.047,0.037,0.035,0.016
879.07,0.047,0.037,0.036,0.017
879.245,0.047,0.038,0.036,0.017
879.419,0.048,0.038,0.037,0.018
879.593,0.048,0.039,0.037,0.018
879.767,0.049,0.038,0.038,0.018
879.942,0.049,0.039,0.038,0.018
880.116,0.049,0.039,0.038,0.018
880.29,0.049,0.039,0.038,0.018
880.464,0.049,0.038,0.038,0.018
880.638,0.049,0.038,0.038,0.018
880.813,0.049,0.038,0.038,0.017
880.987,0.048,0.037,0.037,0.017
881.161,0.048,0.037,0.037,0.017
881.335,0.048,0.037,0.037,0.017
881.51,0.048,0.037,0.037,0.016
881.684,0.048,0.037,0.036,0.016
881.858,0.047,0.037,0.036,0.016
882.032,0.047,0.036,0.037,0.017
882.206,0.048,0.037,0.037,0.017
882.381,0.048,0.037,0.037,0.017
882.555,0.048,0.037,0.038,0.017
882.729,0.049,0.038,0.038,0.018
882.903,0.049,0.038,0.039,0.018
883.078,0.049,0.038,0.039,0.018
883.252,0.05,0.039,0.039,0.018
883.426,0.05,0.039,0.039,0.018
883.6,0.05,0.039,0.039,0.018
883.775,0.05,0.039,0.039,0.018
883.949,0.049,0.04,0.039,0.018
884.123,0.049,0.04,0.039,0.018
884.297,0.049,0.04,0.039,0.018
884.472,0.049,0.039,0.038,0.018
884.646,0.049,0.04,0.038,0.018
884.82,0.049,0.04,0.038,0.018
884.994,0.049,0.04,0.039,0.018
885.169,0.05,0.04,0.039,0.019
885.343,0.05,0.041,0.039,0.019
885.517,0.05,0.041,0.039,0.02
885.691,0.051,0.041,0.04,0.02
885.866,0.051,0.041,0.04,0.02
886.04,0.051,0.041,0.04,0.021
886.214,0.051,0.041,0.04,0.021
886.388,0.051,0.041,0.04,0.02
886.563,0.05,0.041,0.04,0.02
886.737,0.05,0.041,0.04,0.02
886.911,0.05,0.041,0.04,0.02
887.085,0.05,0.041,0.039,0.02
887.26,0.05,0.04,0.039,0.02
887.434,0.05,0.04,0.039,0.019
887.608,0.049,0.04,0.039,0.019
887.782,0.05,0.04,0.039,0.019
887.957,0.049,0.041,0.039,0.019
888.131,0.05,0.041,0.039,0.02
888.305,0.05,0.041,0.039,0.02
888.479,0.05,0.041,0.039,0.02
888.654,0.051,0.041,0.04,0.02
888.828,0.051,0.041,0.04,0.02
889.002,0.051,0.041,0.04,0.021
889.177,0.052,0.042,0.04,0.021
889.351,0.052,0.042,0.04,0.021
889.525,0.052,0.042,0.04,0.021
889.699,0.052,0.042,0.04,0.021
889.874,0.052,0.041,0.04,0.021
890.048,0.051,0.041,0.04,0.02
890.222,0.051,0.041,0.04,0.02
890.396,0.051,0.041,0.04,0.02
890.571,0.051,0.041,0.04,0.02
890.745,0.052,0.041,0.04,0.02
890.919,0.052,0.041,0.041,0.02
891.094,0.052,0.042,0.041,0.02
891.268,0.053,0.042,0.041,0.021
891.442,0.053,0.042,0.041,0.021
891.616,0.053,0.042,0.041,0.021
891.791,0.053,0.043,0.041,0.021
891.965,0.054,0.044,0.041,0.022
892.139,0.054,0.044,0.042,0.022
892.314,0.054,0.044,0.042,0.023
892.488,0.054,0.044,0.042,0.023
892.662,0.054,0.044,0.042,0.023
892.836,0.054,0.044,0.042,0.022
893.011,0.054,0.044,0.041,0.022
893.185,0.053,0.043,0.041,0.022
893.359,0.053,0.043,0.041,0.022
893.534,0.053,0.042,0.041,0.022
893.708,0.053,0.043,0.041,0.022
893.882,0.053,0.043,0.041,0.022
894.056,0.052,0.043,0.041,0.022
894.231,0.053,0.043,0.041,0.022
894.405,0.053,0.043,0.042,0.022
894.579,0.053,0.043,0.042,0.022
894.754,0.054,0.044,0.043,0.022
894.928,0.054,0.044,0.043,0.023
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
