nm lambda,1,2,3,4,5,6,7,8,9,10,11,12
411.822,0.062,0.084,0.099,0.13,0.129,0.105,0.187,0.159,0.606,1.165,2.057,2.5
411.993,0.061,0.084,0.098,0.129,0.128,0.104,0.186,0.158,0.603,1.161,2.049,2.5
412.165,0.061,0.083,0.098,0.129,0.127,0.104,0.185,0.158,0.599,1.156,2.044,2.5
412.336,0.061,0.083,0.098,0.128,0.127,0.103,0.185,0.156,0.595,1.149,2.018,2.5
412.508,0.06,0.082,0.097,0.127,0.126,0.102,0.184,0.156,0.592,1.141,2.012,2.5
412.679,0.059,0.081,0.096,0.126,0.124,0.101,0.182,0.155,0.588,1.135,1.984,2.5
412.851,0.059,0.08,0.095,0.125,0.123,0.1,0.181,0.154,0.584,1.13,1.996,2.5
413.022,0.058,0.08,0.095,0.124,0.123,0.1,0.18,0.153,0.58,1.123,1.971,2.5
413.194,0.058,0.08,0.095,0.124,0.122,0.1,0.179,0.153,0.576,1.112,1.922,2.5
413.365,0.058,0.08,0.094,0.123,0.121,0.099,0.178,0.151,0.571,1.1,1.885,2.5
413.537,0.057,0.079,0.093,0.122,0.121,0.098,0.177,0.151,0.567,1.092,1.889,2.5
413.708,0.057,0.078,0.092,0.121,0.12,0.097,0.175,0.149,0.563,1.084,1.86,2.5
413.88,0.056,0.078,0.091,0.12,0.119,0.096,0.174,0.148,0.559,1.075,1.842,2.5
414.051,0.056,0.077,0.09,0.119,0.118,0.095,0.172,0.147,0.555,1.063,1.82,2.5
414.223,0.055,0.077,0.09,0.119,0.117,0.094,0.17,0.146,0.551,1.053,1.808,2.5
414.394,0.055,0.077,0.089,0.118,0.117,0.094,0.169,0.146,0.547,1.046,1.778,2.5
414.566,0.055,0.077,0.088,0.117,0.116,0.093,0.167,0.144,0.542,1.037,1.752,2.5
414.737,0.055,0.076,0.087,0.116,0.116,0.093,0.166,0.143,0.536,1.033,1.741,2.5
414.909,0.055,0.076,0.087,0.114,0.115,0.092,0.164,0.142,0.532,1.026,1.72,2.5
415.08,0.054,0.075,0.086,0.113,0.114,0.091,0.163,0.14,0.527,1.02,1.731,2.5
415.252,0.053,0.075,0.086,0.112,0.113,0.091,0.161,0.139,0.523,1.015,1.74,2.5
415.424,0.053,0.075,0.084,0.111,0.112,0.09,0.16,0.138,0.518,1.009,1.748,2.5
415.595,0.052,0.075,0.084,0.11,0.11,0.089,0.159,0.136,0.514,1.001,1.768,2.5
415.767,0.052,0.075,0.083,0.11,0.11,0.088,0.157,0.135,0.51,0.994,1.76,2.5
415.938,0.051,0.074,0.082,0.109,0.109,0.087,0.157,0.134,0.505,0.986,1.76,2.5
416.11,0.051,0.074,0.081,0.108,0.108,0.086,0.155,0.133,0.499,0.981,1.755,2.5
416.281,0.051,0.074,0.081,0.107,0.106,0.086,0.154,0.131,0.495,0.973,1.752,2.5
416.453,0.049,0.073,0.079,0.106,0.105,0.084,0.152,0.129,0.491,0.964,1.736,2.5
416.624,0.049,0.072,0.078,0.105,0.104,0.084,0.151,0.128,0.486,0.956,1.734,2.5
416.796,0.048,0.071,0.077,0.104,0.102,0.083,0.148,0.127,0.481,0.946,1.683,2.5
416.967,0.047,0.07,0.076,0.103,0.101,0.082,0.147,0.125,0.475,0.934,1.655,2.5
417.139,0.047,0.069,0.075,0.102,0.1,0.081,0.145,0.123,0.47,0.921,1.607,2.5
417.31,0.046,0.068,0.073,0.101,0.099,0.079,0.144,0.121,0.465,0.907,1.575,2.5
417.482,0.044,0.067,0.072,0.1,0.097,0.078,0.143,0.12,0.46,0.896,1.551,2.5
417.654,0.044,0.066,0.071,0.099,0.097,0.077,0.142,0.12,0.456,0.886,1.533,2.5
417.825,0.043,0.065,0.07,0.098,0.096,0.076,0.14,0.118,0.451,0.876,1.496,2.464
417.997,0.042,0.065,0.069,0.097,0.095,0.075,0.138,0.118,0.446,0.863,1.461,2.414
418.168,0.042,0.064,0.068,0.096,0.093,0.074,0.137,0.117,0.441,0.853,1.422,2.352
418.34,0.041,0.064,0.068,0.095,0.093,0.074,0.135,0.116,0.437,0.845,1.403,2.351
418.511,0.042,0.064,0.068,0.094,0.092,0.073,0.134,0.116,0.432,0.838,1.387,2.306
418.683,0.042,0.063,0.067,0.093,0.091,0.073,0.131,0.114,0.426,0.829,1.359,2.222
418.854,0.041,0.063,0.067,0.092,0.089,0.071,0.13,0.113,0.421,0.822,1.35,2.209
419.026,0.041,0.063,0.067,0.092,0.088,0.072,0.129,0.113,0.417,0.811,1.328,2.174
419.198,0.04,0.063,0.066,0.091,0.087,0.071,0.127,0.111,0.412,0.8,1.317,2.156
419.369,0.041,0.063,0.066,0.09,0.086,0.071,0.126,0.11,0.407,0.793,1.299,2.117
419.541,0.04,0.062,0.065,0.088,0.085,0.07,0.124,0.11,0.4,0.78,1.282,2.063
419.712,0.04,0.062,0.065,0.088,0.084,0.07,0.122,0.109,0.396,0.771,1.273,2.045
419.884,0.04,0.062,0.063,0.085,0.083,0.069,0.121,0.108,0.39,0.761,1.25,2
420.055,0.039,0.061,0.062,0.083,0.082,0.068,0.119,0.106,0.385,0.752,1.236,1.957
420.227,0.039,0.06,0.06,0.081,0.08,0.068,0.116,0.105,0.379,0.74,1.225,1.931
420.398,0.038,0.059,0.059,0.08,0.078,0.067,0.114,0.104,0.374,0.728,1.208,1.905
420.57,0.037,0.058,0.058,0.079,0.076,0.066,0.111,0.103,0.369,0.716,1.187,1.852
420.742,0.037,0.058,0.057,0.078,0.075,0.066,0.109,0.102,0.363,0.704,1.172,1.775
420.913,0.036,0.055,0.056,0.076,0.073,0.065,0.106,0.1,0.358,0.692,1.148,1.734
421.085,0.035,0.054,0.054,0.075,0.071,0.064,0.105,0.099,0.353,0.682,1.137,1.706
421.256,0.034,0.053,0.053,0.074,0.069,0.063,0.104,0.098,0.348,0.672,1.121,1.653
421.428,0.033,0.053,0.051,0.073,0.068,0.062,0.102,0.098,0.344,0.664,1.11,1.616
421.599,0.032,0.053,0.051,0.071,0.067,0.062,0.101,0.098,0.339,0.656,1.092,1.577
421.771,0.032,0.053,0.049,0.071,0.066,0.061,0.1,0.098,0.333,0.646,1.068,1.528
421.943,0.031,0.052,0.049,0.069,0.065,0.061,0.099,0.097,0.329,0.638,1.054,1.495
422.114,0.03,0.052,0.048,0.068,0.064,0.062,0.098,0.097,0.325,0.631,1.038,1.475
422.286,0.029,0.052,0.047,0.067,0.063,0.062,0.097,0.096,0.321,0.624,1.021,1.439
422.457,0.029,0.052,0.048,0.067,0.063,0.062,0.097,0.097,0.317,0.617,1.012,1.422
422.629,0.029,0.052,0.047,0.066,0.063,0.063,0.096,0.097,0.314,0.61,0.994,1.388
422.8,0.028,0.053,0.046,0.065,0.063,0.063,0.095,0.096,0.31,0.601,0.967,1.344
422.972,0.027,0.053,0.046,0.065,0.064,0.063,0.096,0.096,0.306,0.593,0.955,1.327
423.144,0.027,0.053,0.046,0.063,0.064,0.064,0.096,0.095,0.302,0.586,0.926,1.292
423.315,0.026,0.053,0.045,0.061,0.064,0.064,0.095,0.096,0.299,0.581,0.912,1.272
423.487,0.027,0.054,0.045,0.061,0.064,0.065,0.096,0.097,0.295,0.575,0.9,1.256
423.658,0.027,0.054,0.044,0.06,0.063,0.066,0.094,0.097,0.29,0.565,0.887,1.239
423.83,0.027,0.055,0.044,0.06,0.064,0.067,0.093,0.097,0.287,0.559,0.877,1.226
424.002,0.027,0.054,0.042,0.058,0.063,0.067,0.092,0.096,0.282,0.55,0.864,1.201
424.173,0.027,0.054,0.042,0.058,0.063,0.068,0.091,0.096,0.278,0.54,0.851,1.178
424.345,0.026,0.054,0.041,0.058,0.062,0.069,0.089,0.097,0.273,0.53,0.834,1.155
424.516,0.027,0.055,0.042,0.059,0.062,0.069,0.088,0.098,0.269,0.522,0.82,1.126
424.688,0.028,0.055,0.041,0.058,0.061,0.07,0.086,0.097,0.265,0.511,0.804,1.094
424.859,0.029,0.055,0.042,0.059,0.061,0.07,0.084,0.098,0.261,0.502,0.794,1.069
425.031,0.028,0.054,0.041,0.057,0.058,0.069,0.081,0.097,0.256,0.494,0.781,1.046
425.203,0.028,0.054,0.04,0.057,0.057,0.069,0.079,0.098,0.252,0.485,0.77,1.025
425.374,0.027,0.053,0.038,0.056,0.055,0.068,0.076,0.097,0.247,0.476,0.755,0.997
425.546,0.027,0.053,0.037,0.056,0.054,0.068,0.075,0.098,0.242,0.468,0.744,0.979
425.717,0.026,0.052,0.036,0.054,0.053,0.067,0.072,0.097,0.237,0.458,0.726,0.952
425.889,0.026,0.052,0.036,0.054,0.052,0.067,0.07,0.097,0.233,0.45,0.714,0.93
426.061,0.025,0.051,0.034,0.053,0.05,0.066,0.069,0.097,0.228,0.442,0.703,0.912
426.232,0.024,0.05,0.033,0.051,0.049,0.066,0.068,0.097,0.223,0.434,0.691,0.892
426.404,0.023,0.05,0.033,0.051,0.048,0.065,0.067,0.097,0.218,0.427,0.678,0.868
426.575,0.023,0.05,0.031,0.05,0.047,0.065,0.065,0.096,0.214,0.421,0.67,0.85
426.747,0.021,0.049,0.029,0.048,0.046,0.063,0.065,0.095,0.209,0.413,0.656,0.827
426.919,0.021,0.049,0.029,0.047,0.045,0.063,0.065,0.096,0.206,0.408,0.645,0.81
427.09,0.021,0.048,0.028,0.046,0.044,0.062,0.064,0.096,0.201,0.401,0.635,0.797
427.262,0.021,0.048,0.027,0.044,0.044,0.062,0.063,0.095,0.197,0.394,0.624,0.778
427.433,0.021,0.048,0.026,0.044,0.043,0.063,0.064,0.095,0.193,0.389,0.616,0.765
427.605,0.02,0.047,0.025,0.043,0.043,0.063,0.063,0.094,0.189,0.383,0.604,0.751
427.777,0.019,0.047,0.023,0.041,0.042,0.064,0.062,0.093,0.184,0.376,0.591,0.737
427.948,0.018,0.046,0.022,0.04,0.042,0.064,0.061,0.093,0.181,0.37,0.581,0.723
428.12,0.017,0.046,0.022,0.039,0.04,0.064,0.061,0.093,0.177,0.363,0.571,0.707
428.291,0.016,0.046,0.021,0.038,0.04,0.065,0.061,0.094,0.173,0.356,0.561,0.694
428.463,0.016,0.046,0.02,0.037,0.039,0.066,0.06,0.094,0.169,0.351,0.551,0.682
428.635,0.017,0.047,0.021,0.038,0.039,0.068,0.059,0.094,0.167,0.345,0.542,0.67
428.806,0.016,0.048,0.02,0.037,0.038,0.068,0.058,0.094,0.163,0.339,0.529,0.661
428.978,0.015,0.048,0.019,0.036,0.037,0.068,0.056,0.094,0.159,0.333,0.521,0.654
429.149,0.015,0.047,0.018,0.034,0.036,0.067,0.056,0.094,0.155,0.326,0.511,0.639
429.321,0.015,0.047,0.018,0.034,0.037,0.068,0.056,0.096,0.153,0.321,0.501,0.629
429.493,0.015,0.047,0.018,0.033,0.037,0.069,0.055,0.095,0.15,0.316,0.493,0.617
429.664,0.014,0.048,0.018,0.033,0.037,0.069,0.054,0.096,0.148,0.312,0.487,0.608
429.836,0.013,0.047,0.017,0.032,0.036,0.069,0.051,0.096,0.144,0.308,0.477,0.598
430.008,0.013,0.047,0.017,0.032,0.036,0.069,0.051,0.097,0.142,0.304,0.469,0.588
430.179,0.013,0.047,0.016,0.032,0.036,0.069,0.051,0.097,0.138,0.3,0.459,0.577
430.351,0.014,0.047,0.018,0.031,0.036,0.07,0.051,0.098,0.137,0.297,0.453,0.567
430.522,0.014,0.047,0.018,0.031,0.036,0.07,0.05,0.099,0.136,0.293,0.445,0.556
430.694,0.013,0.046,0.017,0.03,0.035,0.07,0.048,0.099,0.133,0.287,0.438,0.545
430.866,0.013,0.046,0.017,0.03,0.036,0.071,0.049,0.1,0.131,0.285,0.429,0.535
431.037,0.014,0.046,0.017,0.031,0.036,0.072,0.048,0.102,0.129,0.281,0.423,0.526
431.209,0.015,0.047,0.017,0.031,0.036,0.072,0.048,0.101,0.127,0.276,0.415,0.514
431.381,0.015,0.047,0.017,0.032,0.036,0.073,0.048,0.101,0.124,0.272,0.409,0.502
431.552,0.015,0.047,0.017,0.032,0.035,0.074,0.049,0.1,0.122,0.268,0.398,0.494
431.724,0.014,0.047,0.016,0.032,0.035,0.074,0.047,0.101,0.119,0.264,0.392,0.485
431.895,0.014,0.048,0.015,0.031,0.034,0.075,0.046,0.101,0.116,0.258,0.384,0.475
432.067,0.012,0.047,0.014,0.03,0.032,0.075,0.045,0.101,0.113,0.254,0.378,0.466
432.239,0.012,0.047,0.013,0.03,0.032,0.076,0.045,0.102,0.11,0.25,0.371,0.459
432.41,0.012,0.048,0.012,0.029,0.031,0.077,0.046,0.102,0.107,0.247,0.363,0.449
432.582,0.012,0.049,0.011,0.03,0.031,0.077,0.045,0.101,0.105,0.243,0.357,0.441
432.754,0.013,0.05,0.011,0.03,0.031,0.079,0.047,0.102,0.102,0.239,0.352,0.433
432.925,0.013,0.05,0.011,0.029,0.03,0.078,0.047,0.102,0.099,0.235,0.345,0.425
433.097,0.012,0.05,0.01,0.028,0.03,0.078,0.047,0.103,0.096,0.231,0.339,0.415
433.269,0.012,0.05,0.01,0.027,0.03,0.079,0.047,0.103,0.094,0.227,0.334,0.405
433.44,0.012,0.05,0.011,0.028,0.03,0.08,0.047,0.103,0.092,0.225,0.33,0.398
433.612,0.011,0.051,0.01,0.028,0.029,0.08,0.045,0.102,0.09,0.221,0.326,0.391
433.783,0.011,0.049,0.01,0.028,0.029,0.08,0.045,0.104,0.088,0.218,0.319,0.385
433.955,0.01,0.048,0.01,0.028,0.029,0.08,0.043,0.105,0.085,0.215,0.311,0.378
434.127,0.01,0.048,0.011,0.028,0.028,0.08,0.043,0.105,0.084,0.212,0.305,0.372
434.298,0.01,0.049,0.011,0.028,0.028,0.081,0.042,0.106,0.083,0.209,0.299,0.366
434.47,0.01,0.049,0.012,0.028,0.027,0.082,0.041,0.108,0.082,0.207,0.295,0.36
434.642,0.01,0.049,0.012,0.027,0.027,0.082,0.04,0.109,0.081,0.204,0.29,0.354
434.813,0.009,0.048,0.012,0.027,0.027,0.082,0.039,0.11,0.08,0.202,0.286,0.347
434.985,0.01,0.048,0.012,0.028,0.027,0.083,0.039,0.111,0.079,0.2,0.281,0.341
435.157,0.01,0.048,0.013,0.028,0.026,0.083,0.038,0.111,0.078,0.196,0.278,0.334
435.328,0.01,0.048,0.013,0.027,0.026,0.084,0.037,0.111,0.078,0.194,0.272,0.328
435.5,0.01,0.048,0.013,0.027,0.025,0.084,0.037,0.111,0.076,0.19,0.268,0.323
435.672,0.01,0.047,0.012,0.025,0.025,0.085,0.035,0.111,0.075,0.187,0.263,0.317
435.843,0.009,0.047,0.011,0.024,0.025,0.086,0.034,0.112,0.073,0.184,0.26,0.313
436.015,0.009,0.046,0.01,0.021,0.025,0.085,0.033,0.111,0.071,0.181,0.253,0.306
436.187,0.007,0.046,0.01,0.019,0.024,0.086,0.033,0.11,0.069,0.178,0.25,0.299
436.358,0.007,0.046,0.01,0.019,0.024,0.086,0.032,0.112,0.067,0.176,0.247,0.294
436.53,0.007,0.047,0.009,0.018,0.025,0.086,0.033,0.112,0.066,0.173,0.245,0.288
436.701,0.007,0.047,0.009,0.018,0.025,0.088,0.032,0.112,0.066,0.17,0.243,0.284
436.873,0.008,0.047,0.009,0.017,0.025,0.089,0.033,0.113,0.064,0.168,0.24,0.279
437.045,0.008,0.046,0.008,0.016,0.024,0.088,0.031,0.113,0.062,0.165,0.235,0.274
437.216,0.008,0.047,0.008,0.015,0.025,0.089,0.031,0.113,0.06,0.163,0.232,0.27
437.388,0.007,0.047,0.008,0.016,0.025,0.09,0.031,0.112,0.058,0.16,0.228,0.267
437.56,0.008,0.046,0.008,0.016,0.026,0.091,0.031,0.112,0.058,0.158,0.224,0.263
437.731,0.008,0.046,0.008,0.016,0.025,0.091,0.031,0.112,0.055,0.154,0.22,0.26
437.903,0.008,0.046,0.008,0.017,0.024,0.091,0.032,0.113,0.054,0.152,0.216,0.256
438.075,0.007,0.046,0.007,0.017,0.023,0.091,0.03,0.113,0.052,0.15,0.213,0.252
438.246,0.007,0.048,0.006,0.018,0.022,0.091,0.031,0.114,0.051,0.148,0.21,0.249
438.418,0.007,0.048,0.006,0.018,0.022,0.091,0.031,0.115,0.049,0.146,0.208,0.245
438.59,0.007,0.048,0.006,0.019,0.021,0.092,0.031,0.115,0.048,0.145,0.205,0.243
438.761,0.007,0.048,0.005,0.019,0.021,0.092,0.028,0.113,0.046,0.142,0.201,0.239
438.933,0.006,0.047,0.004,0.018,0.02,0.092,0.027,0.113,0.045,0.14,0.199,0.236
439.105,0.007,0.048,0.005,0.018,0.02,0.091,0.026,0.113,0.044,0.14,0.196,0.232
439.276,0.007,0.048,0.004,0.018,0.019,0.091,0.026,0.113,0.043,0.137,0.192,0.229
439.448,0.007,0.048,0.004,0.017,0.02,0.091,0.025,0.113,0.043,0.135,0.189,0.226
439.62,0.007,0.048,0.003,0.017,0.019,0.091,0.025,0.112,0.041,0.133,0.187,0.223
439.791,0.006,0.047,0.003,0.015,0.019,0.091,0.024,0.111,0.04,0.131,0.185,0.219
439.963,0.006,0.047,0.002,0.015,0.018,0.09,0.023,0.11,0.039,0.129,0.182,0.216
440.135,0.005,0.047,0.002,0.014,0.018,0.089,0.022,0.109,0.038,0.127,0.178,0.212
440.307,0.004,0.046,0.003,0.013,0.017,0.09,0.021,0.109,0.037,0.125,0.177,0.208
440.478,0.005,0.046,0.002,0.013,0.017,0.09,0.021,0.11,0.037,0.124,0.176,0.206
440.65,0.005,0.046,0.002,0.013,0.016,0.091,0.021,0.109,0.037,0.122,0.175,0.203
440.822,0.005,0.045,0.003,0.012,0.016,0.091,0.02,0.11,0.036,0.12,0.172,0.199
440.993,0.006,0.044,0.002,0.013,0.016,0.091,0.021,0.11,0.036,0.119,0.171,0.197
441.165,0.006,0.044,0.002,0.014,0.017,0.092,0.021,0.11,0.035,0.119,0.169,0.195
441.337,0.005,0.044,0.002,0.013,0.017,0.092,0.022,0.11,0.035,0.117,0.167,0.193
441.508,0.006,0.044,0.003,0.014,0.018,0.093,0.023,0.11,0.034,0.116,0.165,0.19
441.68,0.006,0.044,0.003,0.013,0.019,0.094,0.024,0.11,0.035,0.115,0.163,0.187
441.852,0.006,0.043,0.003,0.013,0.018,0.094,0.026,0.11,0.034,0.114,0.163,0.185
442.023,0.005,0.044,0.002,0.013,0.019,0.096,0.026,0.112,0.034,0.115,0.161,0.182
442.195,0.005,0.044,0.001,0.013,0.019,0.096,0.027,0.112,0.034,0.115,0.158,0.181
442.367,0.005,0.045,0.001,0.013,0.019,0.097,0.029,0.113,0.033,0.114,0.156,0.178
442.538,0.005,0.045,0.001,0.013,0.02,0.097,0.029,0.114,0.032,0.114,0.155,0.177
442.71,0.005,0.045,0.001,0.013,0.021,0.097,0.028,0.113,0.031,0.113,0.152,0.175
442.882,0.006,0.046,0.001,0.013,0.022,0.098,0.029,0.114,0.031,0.112,0.151,0.173
443.054,0.006,0.047,0.001,0.013,0.022,0.098,0.03,0.115,0.03,0.113,0.151,0.171
443.225,0.007,0.048,0.002,0.014,0.023,0.099,0.03,0.115,0.031,0.112,0.148,0.169
443.397,0.007,0.047,0.001,0.014,0.022,0.099,0.03,0.116,0.03,0.11,0.146,0.166
443.569,0.007,0.048,0.001,0.015,0.023,0.099,0.03,0.117,0.03,0.109,0.146,0.165
443.74,0.007,0.048,0.001,0.015,0.022,0.099,0.03,0.117,0.029,0.109,0.144,0.163
443.912,0.007,0.048,0.001,0.014,0.023,0.099,0.03,0.117,0.029,0.107,0.141,0.16
444.084,0.007,0.048,0.002,0.014,0.022,0.099,0.029,0.118,0.028,0.106,0.138,0.158
444.255,0.006,0.048,0.002,0.013,0.022,0.098,0.029,0.118,0.027,0.104,0.137,0.156
444.427,0.006,0.047,0.003,0.013,0.021,0.098,0.029,0.119,0.027,0.104,0.135,0.155
444.599,0.007,0.047,0.003,0.014,0.021,0.098,0.029,0.119,0.027,0.103,0.134,0.153
444.771,0.007,0.047,0.004,0.014,0.021,0.098,0.028,0.118,0.027,0.102,0.134,0.151
444.942,0.007,0.047,0.005,0.014,0.021,0.098,0.027,0.12,0.027,0.101,0.133,0.15
445.114,0.008,0.048,0.005,0.014,0.021,0.098,0.027,0.12,0.027,0.101,0.132,0.149
445.286,0.007,0.048,0.005,0.014,0.021,0.099,0.026,0.119,0.027,0.1,0.13,0.146
445.457,0.007,0.048,0.004,0.013,0.021,0.098,0.025,0.118,0.026,0.098,0.128,0.145
445.629,0.006,0.049,0.005,0.012,0.021,0.099,0.025,0.119,0.026,0.099,0.127,0.143
445.801,0.006,0.049,0.005,0.012,0.022,0.099,0.025,0.118,0.026,0.1,0.126,0.142
445.972,0.007,0.05,0.005,0.012,0.022,0.1,0.026,0.119,0.026,0.1,0.124,0.142
446.144,0.006,0.05,0.004,0.011,0.021,0.099,0.025,0.119,0.025,0.1,0.122,0.14
446.316,0.006,0.052,0.005,0.012,0.022,0.099,0.025,0.119,0.025,0.1,0.121,0.14
446.488,0.006,0.052,0.005,0.012,0.022,0.099,0.024,0.12,0.023,0.099,0.121,0.138
446.659,0.006,0.051,0.005,0.012,0.022,0.099,0.025,0.12,0.023,0.098,0.121,0.137
446.831,0.006,0.051,0.004,0.012,0.022,0.099,0.024,0.119,0.022,0.098,0.12,0.136
447.003,0.006,0.051,0.004,0.012,0.022,0.099,0.024,0.118,0.022,0.097,0.119,0.135
447.174,0.006,0.049,0.003,0.011,0.021,0.099,0.023,0.117,0.021,0.096,0.118,0.133
447.346,0.005,0.048,0.002,0.011,0.02,0.098,0.022,0.117,0.02,0.094,0.117,0.132
447.518,0.005,0.047,0.001,0.011,0.02,0.097,0.022,0.117,0.02,0.094,0.117,0.131
447.69,0.005,0.046,0,0.011,0.019,0.097,0.022,0.116,0.019,0.093,0.116,0.13
447.861,0.005,0.045,0,0.01,0.019,0.096,0.021,0.115,0.018,0.093,0.114,0.13
448.033,0.005,0.044,0,0.009,0.02,0.097,0.021,0.115,0.018,0.092,0.112,0.129
448.205,0.004,0.043,0,0.01,0.02,0.097,0.021,0.114,0.018,0.092,0.112,0.128
448.377,0.004,0.042,0,0.009,0.019,0.097,0.021,0.113,0.018,0.091,0.11,0.127
448.548,0.004,0.042,0,0.009,0.02,0.097,0.021,0.113,0.018,0.091,0.109,0.127
448.72,0.004,0.041,0,0.009,0.019,0.097,0.019,0.112,0.018,0.09,0.109,0.126
448.892,0.004,0.042,0,0.009,0.02,0.097,0.019,0.113,0.018,0.089,0.109,0.125
449.063,0.003,0.041,0,0.009,0.019,0.097,0.018,0.113,0.018,0.088,0.109,0.124
449.235,0.004,0.04,0,0.008,0.019,0.096,0.017,0.113,0.017,0.087,0.107,0.122
449.407,0.004,0.041,0,0.008,0.02,0.097,0.018,0.114,0.018,0.087,0.107,0.122
449.579,0.004,0.041,0.001,0.008,0.02,0.097,0.018,0.115,0.017,0.087,0.107,0.121
449.75,0.005,0.042,0.001,0.009,0.02,0.097,0.017,0.116,0.018,0.087,0.107,0.121
449.922,0.006,0.042,0.002,0.009,0.02,0.097,0.018,0.116,0.018,0.087,0.105,0.122
450.094,0.006,0.042,0.002,0.009,0.021,0.098,0.018,0.117,0.018,0.087,0.104,0.121
450.266,0.006,0.042,0.002,0.009,0.02,0.097,0.019,0.118,0.017,0.085,0.105,0.121
450.437,0.006,0.043,0.003,0.009,0.021,0.098,0.02,0.119,0.018,0.085,0.105,0.12
450.609,0.006,0.042,0.002,0.009,0.02,0.097,0.02,0.118,0.017,0.084,0.103,0.119
450.781,0.006,0.043,0.003,0.009,0.02,0.097,0.021,0.119,0.017,0.084,0.103,0.119
450.953,0.006,0.043,0.003,0.009,0.019,0.097,0.021,0.118,0.018,0.084,0.103,0.118
451.124,0.005,0.042,0.003,0.008,0.018,0.096,0.02,0.117,0.017,0.083,0.103,0.116
451.296,0.006,0.042,0.003,0.008,0.018,0.096,0.022,0.118,0.018,0.083,0.103,0.115
451.468,0.005,0.042,0.002,0.008,0.018,0.096,0.022,0.117,0.018,0.082,0.102,0.114
451.64,0.005,0.042,0.002,0.008,0.018,0.096,0.022,0.116,0.018,0.083,0.101,0.114
451.811,0.005,0.042,0.001,0.009,0.017,0.096,0.023,0.114,0.018,0.083,0.1,0.113
451.983,0.005,0.042,0.001,0.009,0.017,0.097,0.023,0.113,0.018,0.083,0.1,0.113
452.155,0.005,0.042,0.001,0.008,0.018,0.097,0.023,0.112,0.017,0.084,0.1,0.113
452.327,0.005,0.042,0.001,0.009,0.017,0.098,0.023,0.111,0.017,0.084,0.099,0.113
452.498,0.005,0.042,0.001,0.009,0.017,0.098,0.022,0.111,0.017,0.083,0.098,0.112
452.67,0.005,0.043,0,0.009,0.017,0.097,0.023,0.11,0.017,0.083,0.098,0.112
452.842,0.005,0.043,0,0.009,0.017,0.097,0.022,0.11,0.017,0.083,0.099,0.111
453.014,0.005,0.042,0,0.009,0.017,0.096,0.022,0.109,0.017,0.083,0.098,0.11
453.185,0.005,0.042,0,0.009,0.017,0.096,0.022,0.11,0.017,0.083,0.098,0.11
453.357,0.004,0.042,0,0.008,0.017,0.095,0.021,0.109,0.016,0.083,0.098,0.11
453.529,0.004,0.042,0,0.009,0.017,0.096,0.021,0.11,0.016,0.083,0.099,0.11
453.701,0.004,0.042,0,0.008,0.017,0.095,0.02,0.109,0.016,0.083,0.099,0.11
453.872,0.004,0.042,0,0.008,0.017,0.096,0.02,0.11,0.016,0.083,0.098,0.11
454.044,0.004,0.042,0,0.008,0.018,0.096,0.021,0.111,0.016,0.082,0.097,0.11
454.216,0.004,0.042,0,0.007,0.018,0.096,0.021,0.111,0.016,0.082,0.098,0.11
454.388,0.004,0.042,0,0.007,0.019,0.096,0.021,0.112,0.015,0.082,0.097,0.109
454.559,0.003,0.043,0,0.008,0.018,0.095,0.021,0.112,0.015,0.082,0.097,0.109
454.731,0.003,0.043,0,0.008,0.019,0.095,0.02,0.113,0.015,0.083,0.097,0.109
454.903,0.003,0.043,0,0.008,0.019,0.095,0.019,0.115,0.015,0.084,0.097,0.109
455.075,0.003,0.043,0,0.008,0.019,0.095,0.019,0.113,0.016,0.084,0.098,0.108
455.246,0.004,0.044,0,0.008,0.019,0.095,0.019,0.114,0.015,0.085,0.097,0.108
455.418,0.003,0.044,0,0.009,0.019,0.095,0.02,0.115,0.016,0.085,0.097,0.108
455.59,0.004,0.044,0,0.009,0.019,0.096,0.019,0.115,0.016,0.085,0.097,0.109
455.762,0.004,0.044,0.001,0.009,0.018,0.096,0.019,0.115,0.015,0.086,0.097,0.109
455.933,0.004,0.045,0.001,0.009,0.019,0.096,0.02,0.115,0.015,0.087,0.098,0.11
456.105,0.005,0.045,0.001,0.01,0.019,0.097,0.02,0.116,0.015,0.088,0.098,0.111
456.277,0.005,0.046,0.002,0.01,0.019,0.098,0.02,0.116,0.016,0.088,0.099,0.112
456.449,0.006,0.047,0.002,0.01,0.019,0.098,0.02,0.117,0.016,0.089,0.099,0.112
456.621,0.006,0.048,0.003,0.011,0.019,0.099,0.02,0.117,0.016,0.089,0.099,0.112
456.792,0.006,0.048,0.002,0.01,0.019,0.099,0.021,0.117,0.016,0.089,0.099,0.112
456.964,0.006,0.048,0.002,0.01,0.019,0.099,0.02,0.117,0.015,0.088,0.099,0.112
457.136,0.006,0.048,0.002,0.01,0.019,0.099,0.021,0.117,0.015,0.088,0.1,0.112
457.308,0.007,0.049,0.002,0.009,0.019,0.1,0.022,0.118,0.015,0.087,0.1,0.112
457.479,0.007,0.049,0.002,0.009,0.02,0.1,0.022,0.119,0.015,0.086,0.101,0.113
457.651,0.007,0.049,0.002,0.009,0.019,0.101,0.023,0.119,0.015,0.086,0.101,0.113
457.823,0.007,0.049,0.002,0.009,0.019,0.1,0.023,0.118,0.016,0.085,0.1,0.113
